Ticker,model,nobs,r2,adj_r2,lb_pval_L12,lb_pval_L24,bg_pval,arch_lm_pval,lb_sq_pval_L24
ARKQ,UNI(normalized_AINI),536.0,0.0004665385774935693,-0.00140524693078814,0.09581863335498837,0.040384365800872596,0.16317092897961996,1.7636083727535351e-07,1.0696047507196282e-08
AVGO,UNI(EMA_02),536.0,5.423868650067387e-05,-0.0018183189189551197,0.038373788142199376,0.20489402314029045,0.029728259623748757,0.2024519101627829,0.33044749070620566
AVGO,UNI(EMA_08),536.0,3.7177785379149952e-06,-0.001868934435359737,0.03772350257141464,0.20143506696551178,0.02892579771853832,0.20209869830116975,0.32390048060905324
AVGO,UNI(normalized_AINI),536.0,4.085326938307876e-05,-0.0018317294023970643,0.03760217697472925,0.1993273874854062,0.028479266447509703,0.20141692740144318,0.320613215467883
BOTZ,UNI(EMA_02),536.0,0.00321183605732811,0.0013451915555628968,0.8444772979487445,0.5843907991550077,0.8188991880685469,1.886790715605646e-09,4.539174688916469e-09
BOTZ,UNI(EMA_08),536.0,0.00044165861227285497,-0.0014301734877040229,0.8570886445422473,0.6349737461221245,0.8279311221081198,6.477040750704177e-10,1.6534893637174927e-09
BOTZ,UNI(normalized_AINI),536.0,6.242533297373676e-05,-0.0018101169416835372,0.8486726814969561,0.6322323509373435,0.8176447614786033,7.399915869376974e-10,1.795776881132675e-09
GOOGL,UNI(EMA_02),536.0,0.007615864805879058,0.005757467548961337,0.3826928183053173,0.29779185612635867,0.4848912939048894,0.9770013084826022,0.9998971477489689
GOOGL,UNI(EMA_08),536.0,0.00712875783740452,0.005269448395152532,0.3251496160997729,0.2692658475583335,0.43458547020761473,0.9747241396976593,0.9998945899577854
GOOGL,UNI(normalized_AINI),536.0,0.0056834045395314226,0.003821388443163598,0.33246235395536977,0.2709711664767989,0.44382825501510786,0.9785123214516707,0.999911352766322
IRBO,UNI(EMA_02),536.0,0.003177074071777808,0.0013103644726614183,0.469539280999662,0.07905093247096878,0.5406876291600899,5.660262215884578e-08,2.6910194611762064e-10
IRBO,UNI(EMA_08),536.0,0.0009656801090758282,-0.0009051706772367218,0.49832233025362604,0.08876546577609973,0.5693131574900665,2.2794060284271223e-08,7.170810427620319e-11
IRBO,UNI(normalized_AINI),536.0,0.0004184857673539266,-0.001453389727463561,0.4867254013414918,0.08457357662831548,0.5586144348826723,2.3467181174546864e-08,6.426660967113116e-11
META,UNI(EMA_02),536.0,0.005723128101556396,0.003861186393881555,0.800418727927313,0.8543443655780674,0.8416447268062492,0.9216184685503546,0.9994851342861585
META,UNI(EMA_08),536.0,0.0029173712414608532,0.0010501753074562137,0.8191238667544076,0.8764635947252073,0.8601738202791612,0.9027353740176793,0.9991831913106322
META,UNI(normalized_AINI),536.0,0.0020714882697616677,0.00020270828524826534,0.8228875499571704,0.880121896490757,0.864145306517524,0.8973574346592241,0.9990827491523657
MSFT,UNI(EMA_02),536.0,0.0005785089597107884,-0.0012930668662072264,0.7121511402441336,0.48200795176156663,0.6737468437049862,0.9306498290996068,0.9797583811884202
MSFT,UNI(EMA_08),536.0,0.0010657280081627363,-0.0008049354225334593,0.7024899529510866,0.43785854797603296,0.6566683548926926,0.934408023277513,0.9810784043091941
MSFT,UNI(normalized_AINI),536.0,0.0011559507167623329,-0.0007145437575506453,0.6992785945368627,0.4290146407402276,0.6531416938170236,0.9362697098943683,0.981561742666236
NVDA,UNI(EMA_02),536.0,0.0038282426640033895,0.001962752481726393,0.07897055935830119,0.18048000831351824,0.11831901025226015,0.9447869029339674,0.9923482230834126
NVDA,UNI(EMA_08),536.0,0.0007621770887287216,-0.001109054789382169,0.08439455899911401,0.20027204165818346,0.12437949713655738,0.9494804810891234,0.9925543279088618
NVDA,UNI(normalized_AINI),536.0,9.566889379497567e-05,-0.0017768111270031195,0.0838912039639468,0.19542851598415678,0.12423711975509243,0.954590696516052,0.992709220681165
ROBO,UNI(EMA_02),536.0,0.0018635225513143894,-5.646882109910933e-06,0.9674330342285191,0.32895333250833775,0.9689966182570575,6.823393186603215e-19,4.0073462026675933e-20
ROBO,UNI(EMA_08),536.0,0.0007994894953792242,-0.0010716725093109503,0.9699540585667402,0.35500423087615834,0.9708130772413571,1.5937049173493477e-19,1.026273461695267e-20
ROBO,UNI(normalized_AINI),536.0,0.0003398650490836763,-0.0015321576755433775,0.9677271661660726,0.35464653050462575,0.9686150102302121,1.7852503675145361e-19,1.1761060018961352e-20
TSLA,UNI(EMA_02),536.0,0.00034006662486818495,-0.001531955722276157,0.46292117724711945,0.4704091104619057,0.4590915298556226,0.04011661644442954,4.008034351766248e-05
TSLA,UNI(EMA_08),536.0,0.000916809861943646,-0.0009541324416855179,0.4453816250486861,0.44278251334589364,0.44314637850618244,0.0419672265379972,3.799364434597812e-05
TSLA,UNI(normalized_AINI),536.0,0.0015532050172006873,-0.00031654553520144013,0.44518064020685094,0.43139078451200563,0.44414110364506987,0.04234970672361977,3.5904673543129914e-05
TSM,UNI(EMA_02),536.0,0.0014094649486292576,-0.0004605547799312326,0.22022590454460164,0.4253648915928247,0.3116408487571565,0.5122683271977304,0.8173795240257831
TSM,UNI(EMA_08),536.0,0.0020824714363111285,0.00021371201952524732,0.23951998076816075,0.4656268397835932,0.3359398397487723,0.49435155159650346,0.8131724754308992
TSM,UNI(normalized_AINI),536.0,0.0017446366008964098,-0.00012475546539403304,0.24060733784718896,0.4684047008944233,0.3342645605966178,0.4891656256384733,0.8120171733526471
