Ticker,model,nobs,r2,adj_r2,lb_pval_L12,lb_pval_L24,bg_pval,arch_lm_pval,lb_sq_pval_L24
AAPL,UNI(EMA_02),536.0,8.319453023608592e-05,-0.0017893088507934252,0.1997728546621746,0.1427830110759112,0.22501645585210472,3.762018475195521e-15,4.9865515954207473e-17
AAPL,UNI(EMA_08),536.0,0.0026688700952588462,0.0008012088033024778,0.20605026364946688,0.1238877529347729,0.239804891582713,4.787136075569311e-15,4.898142640871502e-17
AAPL,UNI(normalized_AINI),536.0,0.003648398552721255,0.0017825715837189726,0.20866956287847577,0.1169625672411136,0.24411779390579974,5.185503163499275e-15,4.5991760000247986e-17
AIQ,UNI(EMA_02),536.0,0.0006593664400236232,-0.0012120579673919885,0.8015191901049555,0.22057154368585927,0.8437266848700857,7.792920658178995e-13,3.243407366426535e-13
AIQ,UNI(EMA_08),536.0,0.00012200986994115315,-0.0017504208231862162,0.7848675036106714,0.20516502596164565,0.8301999895140364,8.141322286287066e-13,2.6816535563237684e-13
AIQ,UNI(normalized_AINI),536.0,0.00038769678214356507,-0.0014842363699496541,0.7757159293192015,0.1938237186127075,0.8223220315286837,1.0078604956496229e-12,2.9146837015078906e-13
AMD,UNI(EMA_02),536.0,0.0007518540023617737,-0.0011193972073715308,0.22256571626610272,0.35442663574386357,0.23536580571895918,0.06435726222435707,0.3242684650430652
AMD,UNI(EMA_08),536.0,0.0010059299138176492,-0.0008648454983286591,0.20300962009535892,0.31583143188321405,0.2148379268196807,0.07591092389809052,0.3585878376229376
AMD,UNI(normalized_AINI),536.0,0.0011921920958741783,-0.0006782345106877141,0.20094215850744113,0.30749142638857,0.21259181093125987,0.0778671266062806,0.36314320511168213
AMZN,UNI(EMA_02),536.0,0.000709817988980177,-0.001161511939879345,0.22306230309676456,0.3113918557860043,0.1413244557899732,3.8601248327448006e-05,0.000510975647191625
AMZN,UNI(EMA_08),536.0,0.00020698400538243789,-0.0016652875601503858,0.22513441793809014,0.3133840779330039,0.14289185788352754,6.128954771410355e-05,0.0008124068799168922
AMZN,UNI(normalized_AINI),536.0,2.9974356494655297e-05,-0.0018426286877815112,0.2229348134701361,0.3140521234018559,0.14164954919139758,6.583457860834642e-05,0.0008586831907245607
ARKQ,UNI(EMA_02),536.0,3.104557736155478e-05,-0.0018415554608830487,0.10171731678356762,0.045601263611491846,0.17217632510232023,1.229446478100698e-07,8.378399428793633e-09
ARKQ,UNI(EMA_08),536.0,0.00011350801009735179,-0.0017589386041159116,0.09835648112722448,0.043014020495773776,0.16717124896504634,1.4819600071958563e-07,9.73429112856218e-09
