Ticker,model,nobs,r2,adj_r2,lb_pval_L12,lb_pval_L24,bg_pval,arch_lm_pval,lb_sq_pval_L24
MSFT,UNI(EMA_08),536.0,0.0011614590930629776,-0.0007090250659387287,0.6875544725629887,0.4439440412608535,0.6421929224645506,0.9308059963257159,0.9801185522539679
MSFT,UNI(normalized_AINI),536.0,0.0006862204960267348,-0.001185153622894397,0.6888881216760375,0.45144615718778974,0.6467191719963028,0.9331694852339343,0.9814246300323473
NVDA,UNI(EMA_02),536.0,0.00639225343845673,0.004531564774483909,0.0886693897556464,0.18305978725713587,0.12943963798952596,0.9300208250866101,0.9815248234240896
NVDA,UNI(EMA_08),536.0,0.002147976032712995,0.00027933928371071115,0.08704266818395502,0.19951169084958434,0.12548587954472612,0.9469828363180611,0.9902357465512089
NVDA,UNI(normalized_AINI),536.0,0.0008966360666315953,-0.0009743440156404493,0.0827701742465128,0.19500202781548362,0.12139105792218448,0.9537511150433889,0.9921230707947406
ROBO,UNI(EMA_02),536.0,0.0007588612008387896,-0.0011123768867999928,0.9678666395279779,0.31686117153892795,0.968806773317286,2.6927174016325865e-19,1.0961129905957311e-20
ROBO,UNI(EMA_08),536.0,0.0006903105391302677,-0.0011810559205340798,0.9696610578090163,0.33150111529965903,0.9707353551740203,3.046704398912341e-19,1.1373797343283138e-20
ROBO,UNI(normalized_AINI),536.0,0.000598891818665126,-0.0012726458371050686,0.9695939063543151,0.33778189264679254,0.9707610746044868,3.195477069240213e-19,1.2851645300418449e-20
TSLA,UNI(EMA_02),536.0,0.0010640057862788543,-0.0008066608695520561,0.4598316390186875,0.47851964846134887,0.46167033136496816,0.039356723949558324,4.504695498732382e-05
TSLA,UNI(EMA_08),536.0,0.002424111487338454,0.000555991845929027,0.47409303218249865,0.4725903955235077,0.4797496706264778,0.039988426367378156,2.3013263729457667e-05
TSLA,UNI(normalized_AINI),536.0,0.0034876796452688597,0.0016215517045298222,0.48747074520430866,0.46893163657370507,0.4939905615155862,0.04097357211604067,1.8205703757939463e-05
TSM,UNI(EMA_02),536.0,0.0005320277166488419,-0.0013396351527954486,0.22097800304005724,0.42059882807985594,0.30746903462304537,0.5020931206290467,0.8023317952691781
TSM,UNI(EMA_08),536.0,1.7820394129786088e-05,-0.0018548054103755263,0.22248277239095687,0.42630144972467504,0.30952667404960693,0.5048459276014512,0.8026241836548583
TSM,UNI(normalized_AINI),536.0,6.082417195241163e-06,-0.0018665653685403516,0.22213765162154106,0.4259032383187655,0.30905516428068297,0.5052136540464196,0.8029207096465265
