Ticker,model,nobs,r2,adj_r2,lb_pval_L12,lb_pval_L24,bg_pval,arch_lm_pval,lb_sq_pval_L24
AAPL,UNI(EMA_02),536.0,0.0012577881204270946,-0.0006125156471374904,0.21416196223422648,0.1455205305902177,0.2477317191970759,1.874585908966459e-15,2.2435068743012385e-17
AAPL,UNI(EMA_08),536.0,0.00813743554038393,0.006280015007688156,0.23327202993717477,0.12123536846998327,0.2664712199608781,2.6188803141399274e-15,1.2149741996261208e-16
AAPL,UNI(normalized_AINI),536.0,0.010958451762698052,0.00910631403191664,0.23850858598429506,0.11546833801450922,0.2721497759374118,4.3578321774904596e-15,2.488615891660749e-16
AIQ,UNI(EMA_02),536.0,1.5662565512775117e-05,-0.0018569672798700587,0.7985396127847049,0.21782324175988954,0.8423323858730898,6.264854975774067e-13,2.2562477805954826e-13
AIQ,UNI(EMA_08),536.0,0.004021530350234892,0.002156402129917079,0.7858253453798049,0.16061533369564784,0.8269179019704511,2.322198950609472e-12,6.131687574010917e-13
AIQ,UNI(normalized_AINI),536.0,0.006456422917816229,0.004595854421407752,0.7678983176133267,0.1488988736721864,0.8079871295519077,5.222620110026328e-12,1.1919788829933646e-12
AMD,UNI(EMA_02),536.0,4.558629565887262e-05,-0.0018269875127761015,0.23674219115569461,0.36877813458465086,0.2509990814802596,0.0667572249781899,0.34471867381281557
AMD,UNI(EMA_08),536.0,0.0007516672444085604,-0.0011195843150586526,0.23501119036804025,0.35744684871230753,0.24900783301400534,0.0787161087941231,0.37494775726668084
AMD,UNI(normalized_AINI),536.0,0.0015969414320510245,-0.00027272721695248414,0.2308971434146633,0.34804547276108727,0.24385108869094058,0.08582715982540658,0.3938526763724207
AMZN,UNI(EMA_02),536.0,0.00020547468807796676,-0.0016667997038917193,0.206941608635363,0.30291929754055646,0.1246314649918173,7.508252904233615e-05,0.0009716554282785397
