Ticker,model,nobs,r2,adj_r2,lb_pval_L12,lb_pval_L24,bg_pval,arch_lm_pval,lb_sq_pval_L24
AMZN,UNI(EMA_08),536.0,0.00013555038378854078,-0.001736854952571365,0.23310887969881605,0.32245005168844354,0.1538300028779481,6.390886605718983e-05,0.0008482947432111772
AMZN,UNI(normalized_AINI),536.0,0.00043614825185078754,-0.0014356941671531676,0.24127789827304935,0.32696896737828346,0.16237072673709207,7.018902389315276e-05,0.0009383340288008552
ARKQ,UNI(EMA_02),536.0,8.114882163889892e-05,-0.0017913583903055308,0.09981881352945082,0.04426056332581544,0.167839226949574,1.268498349430921e-07,8.215881263535103e-09
ARKQ,UNI(EMA_08),536.0,0.0015109648351170346,-0.0003588648187495824,0.09724074762587874,0.03898176774189103,0.15806222505333933,2.832195154050174e-07,1.545749539336448e-08
ARKQ,UNI(normalized_AINI),536.0,0.002801114519946024,0.0009337008767250632,0.09763601118287553,0.03862587964496851,0.15597511819983645,4.420104066286018e-07,2.133086277480773e-08
AVGO,UNI(EMA_02),536.0,0.0005293991430525002,-0.0013422686488142599,0.04123508055090187,0.20988936363315513,0.032288161701387486,0.19427816377110413,0.30357030764782295
AVGO,UNI(EMA_08),536.0,0.002686324584024735,0.0008186959783769154,0.040813924465505295,0.19156162361269682,0.030433953892389114,0.20195802525795964,0.3024638118496567
AVGO,UNI(normalized_AINI),536.0,0.0036700530577894463,0.0018042666402947605,0.037715818327547716,0.18074610655962506,0.027025299610523527,0.2061468225107597,0.30291235949824863
BOTZ,UNI(EMA_02),536.0,0.002218333344910506,0.00034982835117447486,0.8478022211498,0.6212554913365995,0.8236134380997598,1.966753679585858e-09,4.193684205617963e-09
BOTZ,UNI(EMA_08),536.0,0.0002151185327435856,-0.001657137799591979,0.8353441898351783,0.614802704107881,0.800659800143217,9.922251143236947e-10,2.3454915919113085e-09
BOTZ,UNI(normalized_AINI),536.0,0.001306824903144932,-0.0005633870352386161,0.8224586969267906,0.5980332283656027,0.7815544100427649,1.6615316031184832e-09,4.002167894293797e-09
GOOGL,UNI(EMA_02),536.0,0.0013640755825597983,-0.000506029144813569,0.4014988419875235,0.28696783092887107,0.5008297021742545,0.9891404078645348,0.9999665401826409
GOOGL,UNI(EMA_08),536.0,0.005299081247818971,0.0034363454449123365,0.4166783202571905,0.242861798259634,0.521169799473638,0.9855951605030274,0.9999533310109391
GOOGL,UNI(normalized_AINI),536.0,0.007406457937513711,0.00554766853290245,0.41922000571985285,0.23464731113009824,0.5267212451927059,0.9844526370727904,0.999943111703653
IRBO,UNI(EMA_02),536.0,0.0003645444926695385,-0.0015074320157710819,0.4639062506249986,0.07567297583052804,0.5374553046987263,3.836103267956307e-08,9.471414230529836e-11
IRBO,UNI(EMA_08),536.0,0.00047315073655951334,-0.0013986223894018046,0.45278897973347954,0.06464454656795075,0.5215551111300832,2.9180430465615697e-08,3.724947502765599e-11
IRBO,UNI(normalized_AINI),536.0,0.0014773188893441036,-0.0003925737719117084,0.44099470591424195,0.05818804325579171,0.5062160646127788,3.67266426084351e-08,3.511304732473809e-11
META,UNI(EMA_02),536.0,0.0014328734542973232,-0.0004371024381102373,0.8326567432958001,0.8800488282857657,0.8752188391585612,0.9084709166312454,0.9992892863884897
META,UNI(EMA_08),536.0,0.00018012665824118645,-0.001692195201949298,0.8355411840417074,0.8799366340868392,0.8767226355205137,0.9033833669029143,0.9991897271005036
META,UNI(normalized_AINI),536.0,7.382918693288332e-06,-0.0018652624316461974,0.8391754998968167,0.8765362603469129,0.8798627126866077,0.9043584778682463,0.999206933565228
MSFT,UNI(EMA_02),536.0,0.000636801403117282,-0.0012346652609216413,0.729647017176373,0.4901619284741694,0.704200629277481,0.9312808519486913,0.9803374444432635
MSFT,UNI(EMA_08),536.0,0.004958188810826991,0.0030948146325702197,0.768926322040806,0.4657441681737703,0.7415788909063568,0.9509045861747677,0.9874012181917347
MSFT,UNI(normalized_AINI),536.0,0.006269683511174073,0.004408765315502272,0.7683981083527619,0.4627365792087028,0.7389455781102612,0.9587625457947526,0.9895069496185498
NVDA,UNI(EMA_02),536.0,0.0007053101189775646,-0.00116602825158596,0.07519932279012785,0.1829969632256116,0.1103537741609959,0.9554625285201208,0.9929692139190243
NVDA,UNI(EMA_08),536.0,1.0739337119591852e-07,-0.0018725515815474214,0.08361453484835521,0.19136891576821347,0.12420974420882694,0.9568244034170068,0.9925279390282538
NVDA,UNI(normalized_AINI),536.0,0.00021373051078887872,-0.0016585284208388007,0.08639531922555073,0.18709511159438208,0.12913532327496993,0.9594472742523701,0.992002900985052
ROBO,UNI(EMA_02),536.0,0.000927301258314972,-0.0009436213985045683,0.9675709858865591,0.348160104853295,0.9689887680208387,6.811357482130893e-19,3.503835758461946e-20
ROBO,UNI(EMA_08),536.0,0.00020421878971788043,-0.0016680579541215046,0.9606344756308529,0.34462312568281894,0.9613147845099287,3.1872351916492885e-19,2.275751119846792e-20
ROBO,UNI(normalized_AINI),536.0,0.0010401135198061517,-0.0008305978780966949,0.9570894308454232,0.34036525436010207,0.9571760604188672,5.021918128100525e-19,4.1134154312993516e-20
TSLA,UNI(EMA_02),536.0,1.327394203032295e-05,-0.001859360376430086,0.46700321604406925,0.4697697519185724,0.4602170634396474,0.03802677190677496,4.001488473016573e-05
TSLA,UNI(EMA_08),536.0,0.0020962959058190567,0.00022756237755294784,0.4648984227012264,0.45295573789743027,0.45245972124883826,0.03815188895741643,2.9042492857405614e-05
TSLA,UNI(normalized_AINI),536.0,0.0031708694164402917,0.0013041481981190817,0.4713968030259894,0.4524816514962795,0.4583391487214452,0.03894907915452278,2.675706111082191e-05
TSM,UNI(EMA_02),536.0,0.00019125071344405775,-0.0016810503151822864,0.22271249919218392,0.4266638194903817,0.3112189507000503,0.5207884242840044,0.8183501479338413
TSM,UNI(EMA_08),536.0,6.238957985016391e-05,-0.0018101527617604418,0.22158012511536793,0.4209720336805344,0.3067216325034967,0.5033879467375326,0.7972311470647785
TSM,UNI(normalized_AINI),536.0,0.00037535047838765934,-0.0014966057941245836,0.21905370509090372,0.41380781740031664,0.3027679088012584,0.5056132492764491,0.7898050569498435
